ID,Price,Security_deposit,Cleaning_fee,Extra_people_price,accommodates,review_accuracy,review_cleanliness,review_checkin,review_communication,review_location,review_value,reviews_per_month,latitude,longitude,property_type,room_type,bathrooms,bedrooms,beds,bed_type,amentities_2,allston.nhbr,back_bay.nhbr,beacon_hill.nhbr,brighton.nhbr,dorchester.nhbr,downtown.nhbr,east_boston.nhbr,fenway.nhbr,jamica_plain.nhbr,south_boston.nhbr,south_end.nhbr,nhbr.others,cancellation_strict,cancellation_moderate,cancellation_flexible,instant_bookable
7914359,$365.00 ,$100.00 ,$80.00 ,$0.00 ,6,10,10,10,10,10,9,5.33,42.3552017,-71.06056985,Apartment,Entire home/apt,1,2,3,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Wheelchair Accessible', 'Kitchen', 'Elevator in Building', 'Buzzer/Wireless Intercom', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Safety Card', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
7919500,$289.00 ,$400.00 ,$75.00 ,$10.00 ,4,10,9,9,10,9,10,1.22,42.34633991,-71.06438062,Condominium,Entire home/apt,1,1,2,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Pool', 'Kitchen', 'Pets Allowed', 'Doorman', 'Gym', 'Elevator in Building', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
7920759,$300.00 ,$200.00 ,$100.00 ,$50.00 ,4,10,10,10,10,10,10,1.73,42.3583459,-71.06692804,Condominium,Entire home/apt,2,2,2,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Indoor Fireplace', 'Buzzer/Wireless Intercom', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Safety Card', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7931331,$269.00 ,$300.00 ,$80.00 ,$10.00 ,6,10,10,9,10,9,9,1.75,42.36287772,-71.12940938,Apartment,Entire home/apt,2,2,3,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Paid Parking Off Premises', 'Pets Allowed', 'Doorman', 'Gym', 'Elevator in Building', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
7954808,$299.00 ,$400.00 ,$75.00 ,$10.00 ,4,10,10,9,10,9,9,1.67,42.34549103,-71.06242223,Condominium,Entire home/apt,2,2,2,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Pool', 'Kitchen', 'Pets Allowed', 'Doorman', 'Gym', 'Elevator in Building', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
7961477,$245.00 ,"$1,250.00 ",$125.00 ,$0.00 ,4,10,10,10,10,10,10,1.34,42.35041869,-71.08200914,Apartment,Entire home/apt,1,1,2,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Fire Extinguisher', 'Essentials', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7965521,$215.00 ,$300.00 ,$50.00 ,$0.00 ,2,10,10,10,10,10,9,1.41,42.34450692,-71.07389619,Apartment,Entire home/apt,1,1,1,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Pets Allowed', 'Heating', 'Family/Kid Friendly', 'Smoke Detector', 'Carbon Monoxide Detector', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
7996844,$130.00 ,$200.00 ,$50.00 ,$20.00 ,2,9,9,10,10,10,9,2.66,42.35668074,-71.07155808,Apartment,Private room,1,1,1,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Buzzer/Wireless Intercom', 'Heating', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Essentials', 'Laptop Friendly Workspace']",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
8006992,$210.00 ,$375.00 ,$50.00 ,$25.00 ,3,10,10,10,10,9,10,0.58,42.33807716,-71.07509285,Apartment,Entire home/apt,1,1,1,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Heating', 'Family/Kid Friendly', 'Smoke Detector', 'Fire Extinguisher', 'Essentials', 'Shampoo', 'translation missing: en.hosting_amenity_49']",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
8036024,$150.00 ,$500.00 ,$80.00 ,$15.00 ,3,10,10,10,10,10,9,6.9,42.36345602,-71.05720717,Condominium,Entire home/apt,1,1,2,Real Bed,"['TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Elevator in Building', 'Buzzer/Wireless Intercom', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Fire Extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair Dryer', 'Iron']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
8052617,$175.00 ,$99.00 ,$65.00 ,$49.00 ,6,10,9,10,10,10,9,5.05,42.33923217,-71.04786861,Condominium,Entire home/apt,2,2,2,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Pets Allowed', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
8055839,$200.00 ,$500.00 ,$70.00 ,$0.00 ,4,9,8,10,10,8,8,0.42,42.33650945,-71.05513581,Apartment,Entire home/apt,1,2,2,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Indoor Fireplace', 'Buzzer/Wireless Intercom', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Fire Extinguisher', 'Essentials']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
8116523,$150.00 ,$500.00 ,$80.00 ,$15.00 ,3,9,9,10,10,10,9,6.29,42.3555278,-71.07834143,Townhouse,Entire home/apt,1,1,2,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Elevator in Building', 'Buzzer/Wireless Intercom', 'Heating', 'Family/Kid Friendly', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Safety Card', 'Fire Extinguisher', 'Essentials', 'Shampoo']",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8191517,$155.00 ,$400.00 ,$35.00 ,$40.00 ,1,8,8,10,8,10,8,0.43,42.36225166,-71.06804508,Apartment,Private room,1,1,1,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Pool', 'Kitchen', 'Doorman', 'Gym', 'Elevator in Building', 'Heating', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Safety Card', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
8191739,$145.00 ,$450.00 ,$50.00 ,$58.00 ,1,9,9,10,10,10,10,0.87,42.36319668,-71.06810432,Apartment,Private room,1,1,1,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Pool', 'Kitchen', 'Doorman', 'Gym', 'Elevator in Building', 'Heating', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
8193344,$125.00 ,$180.00 ,$50.00 ,$70.00 ,2,10,10,10,10,9,10,2.13,42.33831709,-71.07658637,Condominium,Private room,1.5,1,1,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Pets Allowed', 'Hot Tub', 'Buzzer/Wireless Intercom', 'Heating', 'Family/Kid Friendly', 'Suitable for Events', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Safety Card', 'Fire Extinguisher', 'Essentials', 'Shampoo', 'Lock on Bedroom Door', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
8200839,$110.00 ,$180.00 ,$50.00 ,$65.00 ,2,10,10,10,10,10,10,1.57,42.33605867,-71.07476968,Condominium,Private room,1.5,1,1,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Pets Allowed', 'Buzzer/Wireless Intercom', 'Heating', 'Family/Kid Friendly', 'Suitable for Events', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Safety Card', 'Fire Extinguisher', 'Essentials', 'Shampoo', 'Lock on Bedroom Door', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
8201104,$299.00 ,$400.00 ,$175.00 ,$70.00 ,5,8,8,10,10,10,8,0.26,42.33750208,-71.07653798,Condominium,Entire home/apt,1.5,3,3,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Pets Allowed', 'Buzzer/Wireless Intercom', 'Heating', 'Family/Kid Friendly', 'Suitable for Events', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Safety Card', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8224214,$193.00 ,$150.00 ,$95.00 ,$25.00 ,6,10,9,10,9,9,9,2.46,42.34057145,-71.15130461,Apartment,Entire home/apt,1,3,3,Real Bed,"['TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Essentials', 'Shampoo']",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
8227206,$275.00 ,$250.00 ,$100.00 ,$0.00 ,2,9,10,9,9,9,10,1.49,42.36508294,-71.05560961,Apartment,Entire home/apt,1,1,1,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Heating', 'Family/Kid Friendly', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Safety Card', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
8231382,$99.00 ,$350.00 ,$40.00 ,$10.00 ,3,8,9,9,10,8,9,2.57,42.37671713,-71.0365503,Apartment,Entire home/apt,1,0,2,Real Bed,"['TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Heating', 'Family/Kid Friendly', 'Smoke Detector', 'Carbon Monoxide Detector', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace', 'translation missing: en.hosting_amenity_50']",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
8272350,$99.00 ,$150.00 ,$40.00 ,$0.00 ,2,10,10,10,10,10,10,0.18,42.32004367,-71.10784416,Apartment,Private room,1,1,1,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Pets Allowed', 'Pets live on this property', 'Dog(s)', 'Heating', 'Smoke Detector', 'Carbon Monoxide Detector', 'Fire Extinguisher', 'Essentials', 'Shampoo']",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
8291550,$150.00 ,$450.00 ,$50.00 ,$0.00 ,4,10,8,10,10,8,10,1,42.29490128,-71.0577027,Condominium,Entire home/apt,1,3,3,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Pets live on this property', 'Cat(s)', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Safety Card', 'Fire Extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8302844,$107.00 ,$100.00 ,$50.00 ,$20.00 ,4,9,9,9,10,10,9,6.7,42.36109379,-71.06244079,Apartment,Entire home/apt,1,0,2,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Heating', 'Family/Kid Friendly', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
8310894,$99.00 ,$200.00 ,$35.00 ,$0.00 ,3,10,10,10,10,9,10,0.79,42.32489128,-71.11446554,Apartment,Entire home/apt,1,1,1,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Buzzer/Wireless Intercom', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Safety Card', 'Essentials']",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
8316068,$110.00 ,$180.00 ,$50.00 ,$65.00 ,2,10,10,10,10,10,10,2.31,42.33679502,-71.07648754,Condominium,Private room,1.5,1,1,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Pets Allowed', 'Buzzer/Wireless Intercom', 'Heating', 'Family/Kid Friendly', 'Suitable for Events', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Safety Card', 'Fire Extinguisher', 'Essentials', 'Shampoo', 'Lock on Bedroom Door', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
8340072,$225.00 ,$300.00 ,$85.00 ,$45.00 ,4,10,10,10,10,9,9,2.2,42.35493354,-71.06238747,Apartment,Entire home/apt,1,1,2,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Elevator in Building', 'Buzzer/Wireless Intercom', 'Heating', 'Family/Kid Friendly', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8354938,$192.00 ,$650.00 ,$64.00 ,$10.00 ,5,10,10,10,10,8,9,1.81,42.31465541,-71.09929095,Apartment,Entire home/apt,1,2,3,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Pets Allowed', 'Gym', 'Buzzer/Wireless Intercom', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Safety Card', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
8391298,$200.00 ,$200.00 ,$30.00 ,$0.00 ,4,10,10,10,10,10,9,1.1,42.34269231,-71.09987494,Apartment,Entire home/apt,1,1,2,Real Bed,"['Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Heating', 'Family/Kid Friendly', 'Smoke Detector', 'Carbon Monoxide Detector', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace', 'translation missing: en.hosting_amenity_50']",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
8406972,$250.00 ,$250.00 ,$50.00 ,$25.00 ,5,10,10,10,10,10,10,0.84,42.34045937,-71.08035799,Apartment,Entire home/apt,1,1,1,Real Bed,"['Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Buzzer/Wireless Intercom', 'Heating', 'Smoke Detector', 'Carbon Monoxide Detector', 'Fire Extinguisher', 'Essentials', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50']",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
8422876,$99.00 ,$200.00 ,$49.00 ,$0.00 ,2,9,10,10,10,10,9,2.71,42.34880685,-71.06812836,Bed & Breakfast,Private room,2,1,1,Real Bed,"['Wireless Internet', 'Air Conditioning', 'Breakfast', 'Heating', 'Smoke Detector', 'Safety Card', 'Fire Extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
8428314,$225.00 ,$300.00 ,$50.00 ,$0.00 ,3,10,10,10,10,10,10,2,42.34281217,-71.09774779,Apartment,Entire home/apt,1,1,2,Real Bed,"['Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Elevator in Building', 'Heating', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Fire Extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8439372,$295.00 ,$500.00 ,$99.00 ,$10.00 ,5,9,10,10,10,10,9,2.74,42.34408527,-71.09643677,Apartment,Entire home/apt,1,2,3,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Safety Card', 'Fire Extinguisher', 'Essentials', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8439661,$250.00 ,$500.00 ,$125.00 ,$0.00 ,6,9,9,9,8,9,8,0.97,42.33596696,-71.07508978,Apartment,Entire home/apt,1.5,2,2,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Fire Extinguisher', 'Essentials']",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
8454985,$225.00 ,$150.00 ,$50.00 ,$25.00 ,3,10,9,10,10,9,9,0.59,42.37663435,-71.05237883,Apartment,Entire home/apt,1,2,2,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Elevator in Building', 'Buzzer/Wireless Intercom', 'Heating', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Safety Card', 'Fire Extinguisher', 'Essentials', 'Shampoo', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
8458210,$325.00 ,$450.00 ,$100.00 ,$25.00 ,6,10,10,10,10,10,10,4.3,42.36858099,-71.05358771,Apartment,Entire home/apt,1,2,2,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Buzzer/Wireless Intercom', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
8471852,$120.00 ,$150.00 ,$25.00 ,$0.00 ,1,10,10,10,10,10,10,2.41,42.36077606,-71.06445564,Apartment,Entire home/apt,1,1,1,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Heating', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8497555,$139.00 ,$200.00 ,$24.00 ,$50.00 ,4,10,9,10,10,10,8,0.63,42.34945745,-71.08880545,Apartment,Entire home/apt,1,0,2,Real Bed,"['TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Indoor Fireplace', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Safety Card', 'Fire Extinguisher', 'Essentials', 'Shampoo']",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8518665,$169.00 ,$400.00 ,$95.00 ,$10.00 ,4,10,10,10,10,10,10,0.09,42.34634242,-71.06385899,Apartment,Entire home/apt,1,1,2,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Pool', 'Kitchen', 'Pets Allowed', 'Doorman', 'Gym', 'Elevator in Building', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Carbon Monoxide Detector', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
8548176,$125.00 ,$250.00 ,$50.00 ,$25.00 ,16,10,10,10,10,9,9,2.07,42.2791761,-71.1327718,House,Entire home/apt,1,3,5,Real Bed,"['TV', 'Wireless Internet', 'Kitchen', 'Free Parking on Premises', 'Heating', 'Family/Kid Friendly', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
8556025,$220.00 ,$250.00 ,$75.00 ,$25.00 ,4,10,10,10,10,10,10,6.22,42.36758549,-71.05630475,Apartment,Entire home/apt,1,2,2,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Pets Allowed', 'Heating', 'Smoke Detector', 'Carbon Monoxide Detector', 'Essentials', 'Shampoo']",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
8563141,$285.00 ,$300.00 ,$100.00 ,$0.00 ,4,9,10,10,10,10,9,3.4,42.35634575,-71.06137948,Apartment,Entire home/apt,1,2,2,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Elevator in Building', 'Heating', 'Family/Kid Friendly', 'Dryer', 'Essentials']",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8566407,$115.00 ,$250.00 ,$35.00 ,$0.00 ,2,10,10,10,10,9,10,3.9,42.31172879,-71.0610302,Condominium,Private room,1,1,1,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Free Parking on Premises', 'Indoor Fireplace', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Fire Extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair Dryer', 'Iron']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
8575476,$215.00 ,$300.00 ,$50.00 ,$0.00 ,2,10,9,10,10,10,9,1.99,42.34387422,-71.07417158,Apartment,Entire home/apt,1,0,1,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Pets Allowed', 'Heating', 'Smoke Detector', 'Carbon Monoxide Detector', 'Fire Extinguisher', 'Essentials', 'Shampoo']",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
8579799,$175.00 ,$100.00 ,$50.00 ,$15.00 ,4,10,10,10,10,10,10,0.71,42.34942212,-71.12938809,Apartment,Entire home/apt,1,1,1,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Air Conditioning', 'Kitchen', 'Elevator in Building', 'Heating', 'Family/Kid Friendly', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Fire Extinguisher', 'Essentials', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
8584276,$189.00 ,$300.00 ,$150.00 ,$75.00 ,4,9,9,9,9,10,9,0.74,42.35031514,-71.08681016,Condominium,Entire home/apt,1,1,2,Real Bed,"['TV', 'Cable TV', 'Internet', 'Wireless Internet', 'Kitchen', 'Elevator in Building', 'Heating', 'Washer', 'Dryer', 'Smoke Detector', 'Carbon Monoxide Detector', 'First Aid Kit', 'Fire Extinguisher', 'Essentials', 'Shampoo', '24-Hour Check-in', 'Hangers', 'Hair Dryer', 'Iron', 'Laptop Friendly Workspace']",0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
